id,title,logo,stream_url,source,visible,weight
ESKA Rock,Eska Rock,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Eska%20Rock.png,,xmltv,0,249
Eska Party,Eska Party,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Eska%20Party.png,,xmltv,0,250
Clubland TV,Clubland TV,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Clubland%20TV.png,,xmltv,0,251
Capital TV,Capital TV,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Capital%20TV.png,,xmltv,0,252
Kiss TV,Kiss TV,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Kiss%20TV.png,,xmltv,0,253
Sky News,Sky News,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Sky%20News.png,,xmltv,0,254
BBC News,BBC News,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/BBC%20News.png,,xmltv,0,255
Fox News,Fox News Channel,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Fox%20News%20Channel.png,,xmltv,1,105
FBN,Fox Business Network,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Fox%20Business%20Network.png,,xmltv,0,256
MSNBC,MSNBC,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/MSNBC.png,,xmltv,1,106
CNBC,CNBC,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/CNBC.png,,xmltv,1,107
CNN,CNN,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/CNN.png,,xmltv,1,104
Discovery,Discovery,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Discovery.png,,xmltv,1,257
Discovery Science,Discovery Science,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Discovery%20Science.png,,xmltv,1,258
Discovery Turbo,Discovery Turbo,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Discovery%20Turbo.png,,xmltv,1,259
Discovery History,Discovery History,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Discovery%20History.png,,xmltv,1,260
Discovery Shed,Discovery Shed,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Discovery%20Shed.png,,xmltv,1,261
Investigation Discovery,ID,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/ID.png,,xmltv,1,262
Animal Planet,Animal Planet,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Animal%20Planet.png,,xmltv,0,20
NationalGeographic,Nat Geo,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Nat%20Geo.png,,xmltv,0,29
Nat Geo Wild,Nat Geo Wild,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Nat%20Geo%20Wild.png,,xmltv,1,31
HISTORY,History,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/History.png,,xmltv,1,27
CI,CI,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/CI.png,,xmltv,1,34
H2 (H2),H2,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/H2.png,,xmltv,1,263
BBCA,BBC America,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/BBC%20America.png,,xmltv,0,264
Cartoon Network,Cartoon Network,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Cartoon%20Network.png,,xmltv,0,35
Nickelodeon,Nickelodeon,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Nickelodeon.png,,xmltv,0,38
Nicktoons,Nicktoons,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Nicktoons.png,,xmltv,0,265
Disney XD,Disney XD,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Disney%20XD.png,,xmltv,0,266
Disney Channel,Disney Channel,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Disney%20Channel.png,,xmltv,0,267
Disney Junior,Disney Junior,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Disney%20Junior.png,,xmltv,0,268
CBBC,CBBC Channel,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/CBBC%20Channel.png,,xmltv,0,269
CBeebies,CBeebies,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/CBeebies.png,,xmltv,0,270
Nick Jr,Nick Junior,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Nick%20Junior.png,,xmltv,0,271
Cartoonito,Cartoonito,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Cartoonito.png,,xmltv,0,272
Nick Jr Too,Nick Junior 2,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Nick%20Junior%202.png,,xmltv,0,273
CITV UK,CITV,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/CITV.png,,xmltv,0,274
ABC,ABC,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/ABC.png,,xmltv,1,0
CBS,CBS,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/CBS.png,,xmltv,1,2
WPCW (CW),The CW,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/The%20CW.png,,xmltv,1,5
FXX,FXX,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/FXX.png,,xmltv,0,12
FOX US,FOX,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/FOX.png,,xmltv,1,3
NBC,NBC,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/NBC.png,,xmltv,1,1
PBS,PBS,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/PBS.png,,xmltv,1,4
My9,My9,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/My9.png,,xmltv,1,6
A&E,AETV,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/AETV.png,,xmltv,1,8
AMC,AMC,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/AMC.png,,xmltv,1,7
AnimalPlanet,Animal Planet,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Animal%20Planet.png,,xmltv,1,21
Bravo,Bravo,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Bravo.png,,xmltv,1,23
IONDTV,ION,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/ION.png,,xmltv,0,275
CartoonNetwork,Cartoon Network,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Cartoon%20Network.png,,xmltv,1,36
DEST,Destination America,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Destination%20America.png,,xmltv,1,32
FREEFRM,Freeform,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Freeform.png,,xmltv,0,276
TBN,TBN,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/TBN.png,,xmltv,0,277
Comedy Central,ComedyCentral,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/ComedyCentral.png,,xmltv,1,10
Discovey,Discovery,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Discovery.png,,xmltv,1,33
Food Network USA,Food Network USA,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Food%20Network%20USA.png,,xmltv,1,24
FX,FX,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/FX.png,,xmltv,1,11
National Geographic,Nat Geo,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Nat%20Geo.png,,xmltv,1,30
Histy,History,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/History.png,,xmltv,1,28
Lifetime,Lifetime,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Lifetime.png,,xmltv,1,25
Spike,Spike,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Spike.png,,xmltv,1,13
Nick,Nickelodeon,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Nickelodeon.png,,xmltv,1,37
USA Network,USA Network,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/USA%20Network.png,,xmltv,1,19
BET,BET,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/BET.png,,xmltv,1,22
Syfy,Syfy,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Syfy.png,,xmltv,1,14
TBS,TBS,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/TBS.png,,xmltv,1,15
HGTV,HGTVHD,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/HGTVHD.png,,xmltv,1,40
DIY,DIY Network,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/DIY%20Network.png,,xmltv,0,278
truTV,truTV,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/truTV.png,,xmltv,1,17
WGNA,WGN America,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/WGN%20America.png,,xmltv,0,279
Hallmark,Hallmark Channel,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Hallmark%20Channel.png,,xmltv,0,280
CHCH,CHCH Hamilton,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/CHCH%20Hamilton.png,,xmltv,0,281
CHAN,Global Vancouver,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Global%20Vancouver.png,,xmltv,0,282
CICT,Global Calgary,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Global%20Calgary.png,,xmltv,0,283
CITV,Global Edmonton,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Global%20Edmonton.png,,xmltv,0,284
CIII,Global Toronto,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Global%20Toronto.png,,xmltv,0,285
CIHF,Global Halifax,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Global%20Halifax.png,,xmltv,0,286
CFRN,CTV Edmonton,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/CTV%20Edmonton.png,,xmltv,0,287
CKCK,CTV Regina,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/CTV%20Regina.png,,xmltv,0,288
CISA,CTV Lethbridge,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/CTV%20Lethbridge.png,,xmltv,0,289
CICC,CTV Yorkton,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/CTV%20Yorkton.png,,xmltv,0,290
HISTC,History Canada,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/History%20Canada.png,,xmltv,0,291
CWEA,The Weather Network,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/The%20Weather%20Network.png,,xmltv,0,292
SHOPC,The Shopping Channel,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/The%20Shopping%20Channel.png,,xmltv,0,293
CITY,City TV Toronto,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/City%20TV%20Toronto.png,,xmltv,0,294
CFCF,City TV Montreal,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/City%20TV%20Montreal.png,,xmltv,0,295
CKVU,City TV Vancouver,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/City%20TV%20Vancouver.png,,xmltv,0,296
CKAL,City TV Calgary,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/City%20TV%20Calgary.png,,xmltv,0,297
FOODC,Food Network Canada,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Food%20Network%20Canada.png,,xmltv,0,298
TREEC,Treehouse,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Treehouse.png,,xmltv,0,299
Cheers,Cheers,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Cheers.png,,xmltv,0,300
24,24,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/24.png,,xmltv,0,301
Prison Break,Prison Break,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Prison%20Break.png,,xmltv,0,302
Vikings,Vikings,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Vikings.png,,xmltv,0,303
oz,Oz,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Oz.png,,xmltv,0,304
ufc,UFC Network,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/UFC%20Network.png,,xmltv,0,305
Adventure Time,Adventure Time,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Adventure%20Time.png,,xmltv,1,306
Always Sunny in Philadelphia,Always Sunny in Philadelphia,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Always%20Sunny%20in%20Philadelphia.png,,xmltv,1,307
American Dad,American Dad,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/American%20Dad.png,,xmltv,1,308
Archer,Archer,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Archer.png,,xmltv,0,309
Aqua Teen Hunger Force,Aqua Teen Hunger Force,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Aqua%20Teen%20Hunger%20Force.png,,xmltv,0,310
Better Call Saul,Better Call Saul,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Better%20Call%20Saul.png,,xmltv,1,311
Bobs Burgers,Bobs Burgers,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Bobs%20Burgers.png,,xmltv,1,312
Breaking Bad,Breaking Bad,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Breaking%20Bad.png,,xmltv,1,313
Brickleberry,Brickleberry,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Brickleberry.png,,xmltv,0,314
Community,Community,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Community.png,,xmltv,1,315
Family Guy,Family Guy,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Family%20Guy.png,,xmltv,1,316
Futurama,Futurama,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Futurama.png,,xmltv,1,317
Game of Thrones,Game of Thrones,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Game%20of%20Thrones.png,,xmltv,1,318
Heroes,Heroes,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Heroes.png,,xmltv,1,319
How i Met Your Mother,How i Met Your Mother,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/How%20i%20Met%20Your%20Mother.png,,xmltv,1,320
House,House,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/House.png,,xmltv,1,321
House of Cards,House of Cards,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/House%20of%20Cards.png,,xmltv,0,322
King of the Hill,King of the Hill,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/King%20of%20the%20Hill.png,,xmltv,1,323
Lost,Lost,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Lost.png,,xmltv,1,324
Mad Men,Mad Men,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Mad%20Men.png,,xmltv,1,325
Man vs Wild,Man vs Wild,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Man%20vs%20Wild.png,,xmltv,1,326
Poker Channel,Poker Channel,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Poker%20Channel.png,,xmltv,0,327
Rick and Morty,Rick and Morty,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Rick%20and%20Morty.png,,xmltv,0,328
Scrubs,Scrubs,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Scrubs.png,,xmltv,1,329
Smallville,Smallville,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Smallville.png,,xmltv,0,330
Sons of Anarchy,Sons of Anarchy,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Sons%20of%20Anarchy.png,,xmltv,0,331
South Park,South Park,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/South%20Park.png,,xmltv,1,332
Spartacus,Spartacus,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Spartacus.png,,xmltv,1,333
Stargate,Stargate,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Stargate.png,,xmltv,1,334
Supernatural,Supernatural,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Supernatural.png,,xmltv,0,335
The 100,The 100,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/The%20100.png,,xmltv,0,336
The Big Bang Theory,The Big Bang Theory,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/The%20Big%20Bang%20Theory.png,,xmltv,1,337
The Cleveland Show,The Cleveland Show,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/The%20Cleveland%20Show.png,,xmltv,1,338
The Office,The Office,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/The%20Office.png,,xmltv,1,339
The Simpsons,The Simpsons,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/The%20Simpsons.png,,xmltv,1,340
The Walking Dead,The Walking Dead,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/The%20Walking%20Dead.png,,xmltv,1,341
Trip Tank,Trip Tank,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Trip%20Tank.png,,xmltv,0,342
Weeds,Weeds,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Weeds.png,,xmltv,1,343
Workaholics,Workaholics,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Workaholics.png,,xmltv,1,344
30 Rock,30 Rock,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/30%20Rock.png,,xmltv,1,345
Aliens and UFOs,Aliens & UFOs,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Aliens%20&%20UFOs.png,,xmltv,1,346
Arrested Development,Arrested Development,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Arrested%20Development.png,,xmltv,1,347
Beast Wars,Beast Wars,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Beast%20Wars.png,,xmltv,0,348
Chuck,Chuck,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Chuck.png,,xmltv,1,349
Crime Central,Crime Central,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Crime%20Central.png,,xmltv,1,350
Dexter,Dexter,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Dexter.png,,xmltv,1,351
Discorvery House,Discovery House,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Discovery%20House.png,,xmltv,0,352
Dragonball GT,Dragonball GT,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Dragonball%20GT.png,,xmltv,0,353
Dr Who,Dr Who,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Dr%20Who.png,,xmltv,0,354
Flinstones,Flinstones,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Flinstones.png,,xmltv,1,355
Friends,Friends,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Friends.png,,xmltv,1,356
Fringe,Fringe,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Fringe.png,,xmltv,1,357
Haunted House,Haunted House,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Haunted%20House.png,,xmltv,1,358
Home Improvements,Home Improvements,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Home%20Improvements.png,,xmltv,1,359
Hardcore Pawn,Hardcore Pawn,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Hardcore%20Pawn.png,,xmltv,1,360
Impractical Jokers,Impractical Jokers,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Impractical%20Jokers.png,,xmltv,1,361
Law & Order,Law & Order,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Law%20&%20Order.png,,xmltv,1,362
Little House on the Prairie,Little House on the Prairie,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Little%20House%20on%20the%20Prairie.png,,xmltv,1,363
Looney Toons,Looney Toons,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Looney%20Toons.png,,xmltv,1,364
Married With Children,Married With Children,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Married%20With%20Children.png,,xmltv,1,365
MasterChef,MasterChef,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/MasterChef.png,,xmltv,1,366
NCIS,NCIS,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/NCIS.png,,xmltv,1,367
New Girl,New Girl,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/New%20Girl.png,,xmltv,1,368
Regular Show,Regular Show,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Regular%20Show.png,,xmltv,1,369
Seinfeld,Seinfeld,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Seinfeld.png,,xmltv,1,370
Star Trek NG,Star Trek NG,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Star%20Trek%20NG.png,,xmltv,1,371
Suits,Suits,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Suits.png,,xmltv,1,372
That 70s Show,That 70s Show,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/That%2070s%20Show.png,,xmltv,1,373
The King of Queens,The King of Queens,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/The%20King%20of%20Queens.png,,xmltv,1,374
The Bugs Bunny Show,The Bugs Bunny Show,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/The%20Bugs%20Bunny%20Show.png,,xmltv,1,375
Tom & Jerry,Tom & Jerry,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Tom%20&%20Jerry.png,,xmltv,1,376
Top Gear,Top Gear,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Top%20Gear.png,,xmltv,1,377
The Waltons,The Waltons,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/The%20Waltons.png,,xmltv,1,378
Trailer Park Boys,Trailer Park Boys,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Trailer%20Park%20Boys.png,,xmltv,1,379
Sopranos,Sopranos,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Sopranos.png,,xmltv,1,380
GamesMaster,GamesMaster,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/GamesMaster.png,,xmltv,0,381
Retromania,Retromania,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Retromania.png,,xmltv,0,382
Ntvnauta,Ntvnauta,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Ntvnauta.png,,xmltv,0,383
Renegades 1,Renegades 1,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%201.png,,xmltv,0,384
Renegades 2,Renegades 2,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%202.png,,xmltv,0,385
Renegades 3,Renegades 3,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%203.png,,xmltv,0,386
Renegades 4,Renegades 4,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%204.png,,xmltv,0,387
Renegades 5,Renegades 5,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%205.png,,xmltv,0,388
Renegades 6,Renegades 6,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%206.png,,xmltv,0,389
Renegades 7,Renegades 7,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%207.png,,xmltv,0,390
Renegades 8,Renegades 8,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%208.png,,xmltv,0,391
Renegades 9,Renegades 9,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%209.png,,xmltv,0,392
Renegades 10,Renegades 10,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%2010.png,,xmltv,0,393
Renegades 11,Renegades 11,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%2011.png,,xmltv,0,394
Renegades 12,Renegades 12,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%2012.png,,xmltv,0,395
Renegades 13,Renegades 13,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%2013.png,,xmltv,0,396
Renegades 14,Renegades 14,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%2014.png,,xmltv,0,397
Renegades 15,Renegades 15,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%2015.png,,xmltv,0,398
Renegades 16,Renegades 16,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%2016.png,,xmltv,0,399
Renegades 17,Renegades 17,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%2017.png,,xmltv,0,400
Renegades 18,Renegades 18,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%2018.png,,xmltv,0,401
Renegades 19,Renegades 19,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%2019.png,,xmltv,0,402
Renegades 20,Renegades 20,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%2020.png,,xmltv,0,403
Renegades 21,Renegades 21,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%2021.png,,xmltv,0,404
Renegades 22,Renegades 22,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%2022.png,,xmltv,0,405
Renegades 23,Renegades 23,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%2023.png,,xmltv,0,406
Renegades 24,Renegades 24,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%2024.png,,xmltv,0,407
Renegades 25,Renegades 25,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%2025.png,,xmltv,0,408
Renegades 26,Renegades 26,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%2026.png,,xmltv,0,409
Renegades 27,Renegades 27,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%2027.png,,xmltv,0,410
Renegades 28,Renegades 28,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%2028.png,,xmltv,0,411
Renegades 29,Renegades 29,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%2029.png,,xmltv,0,412
Renegades 30,Renegades 30,https://github.com/RenegadesTV/repository.renegadestv/raw/master/Logos/Renegades%2030.png,,xmltv,0,413
